Date,Campaign,Ad Group,Impressions,Clicks,CTR,Avg CPM,Avg CPC,Cost,Avg Position,Conversions,Cost / Conversion
"28 December, 2013",Mountain Bikes,Kids Bikes,6389,39,0.61%,$13.79,$2.26,$88.09,4.8,3,$29.36
"29 December, 2013",Mountain Bikes,Common Keywords,7058,74,1.05%,$8.1,$0.77,$57.15,3.8,5,$11.43
"29 December, 2013",Mountain Bikes,Athletic Bikes,9655,48,0.50%,$11.14,$2.24,$107.57,3,15,$7.17
"29 December, 2013",Mountain Bikes,Adult Bikes,8787,69,0.79%,$10.9,$1.39,$95.76,3.5,4,$23.94
"29 December, 2013",Mountain Bikes,Kids Bikes,9178,88,0.96%,$7,$0.73,$64.26,2.9,7,$9.18
"30 December, 2013",Mountain Bikes,Common Keywords,6649,79,1.19%,$6.09,$0.51,$40.52,3.7,9,$4.5
"30 December, 2013",Mountain Bikes,Athletic Bikes,9955,70,0.70%,$13.33,$1.9,$132.72,2.9,14,$9.48
"30 December, 2013",Mountain Bikes,Adult Bikes,9598,54,0.56%,$7.77,$1.38,$74.62,3.4,6,$12.44
"30 December, 2013",Mountain Bikes,Kids Bikes,7886,69,0.87%,$16.06,$1.84,$126.66,2.3,9,$14.07
"31 December, 2013",Mountain Bikes,Common Keywords,6657,33,0.50%,$10.39,$2.1,$69.15,3.7,12,$5.76
"31 December, 2013",Mountain Bikes,Athletic Bikes,6971,83,1.19%,$18.27,$1.53,$127.38,2.6,4,$31.85
"31 December, 2013",Mountain Bikes,Adult Bikes,6841,67,0.98%,$22.87,$2.34,$156.47,3.2,8,$19.56
"31 December, 2013",Mountain Bikes,Kids Bikes,9986,84,0.84%,$9.19,$1.09,$91.8,1.9,11,$8.35
"01 January, 2014",Mountain Bikes,Common Keywords,6183,72,1.16%,$6.65,$0.57,$41.11,3.7,9,$4.57
"01 January, 2014",Mountain Bikes,Athletic Bikes,7506,58,0.77%,$4.77,$0.62,$35.81,2.5,4,$8.95
"01 January, 2014",Mountain Bikes,Adult Bikes,7491,97,1.29%,$28.81,$2.22,$215.78,3.2,9,$23.98
"01 January, 2014",Mountain Bikes,Kids Bikes,8366,86,1.03%,$16.79,$1.63,$140.47,2.7,9,$15.61
"02 January, 2014",Mountain Bikes,Common Keywords,8178,39,0.48%,$10.83,$2.27,$88.53,3.6,12,$7.38
"02 January, 2014",Mountain Bikes,Athletic Bikes,8944,48,0.54%,$8.18,$1.52,$73.13,2.4,10,$7.31
"02 January, 2014",Mountain Bikes,Adult Bikes,8187,67,0.82%,$9.62,$1.18,$78.74,2.9,11,$7.16
"02 January, 2014",Mountain Bikes,Kids Bikes,9300,91,0.98%,$16.79,$1.72,$156.16,3.2,10,$15.62
"03 January, 2014",Mountain Bikes,Common Keywords,9132,97,1.06%,$12.51,$1.18,$114.24,3.8,13,$8.79
"03 January, 2014",Mountain Bikes,Athletic Bikes,7074,48,0.68%,$8.56,$1.26,$60.58,2.4,11,$5.51
"03 January, 2014",Mountain Bikes,Adult Bikes,6380,71,1.11%,$6.53,$0.59,$41.68,2.3,11,$3.79
"03 January, 2014",Mountain Bikes,Kids Bikes,6330,70,1.11%,$11.74,$1.06,$74.34,2.8,5,$14.87
"04 January, 2014",Mountain Bikes,Common Keywords,9927,60,0.60%,$3.33,$0.55,$33.09,3.9,4,$8.27
"04 January, 2014",Mountain Bikes,Athletic Bikes,9291,48,0.52%,$4,$0.77,$37.15,2.6,7,$5.31
"04 January, 2014",Mountain Bikes,Adult Bikes,8809,98,1.11%,$5.65,$0.51,$49.8,3,15,$3.32
"04 January, 2014",Mountain Bikes,Kids Bikes,6241,68,1.09%,$21.31,$1.96,$133,3.3,15,$8.87
"05 January, 2014",Mountain Bikes,Common Keywords,8530,61,0.72%,$11.72,$1.64,$99.94,3.9,12,$8.33
"05 January, 2014",Mountain Bikes,Athletic Bikes,8791,46,0.52%,$8.23,$1.57,$72.33,2.8,9,$8.04
"05 January, 2014",Mountain Bikes,Adult Bikes,6952,57,0.82%,$12.63,$1.54,$87.79,2.9,4,$21.95
"05 January, 2014",Mountain Bikes,Kids Bikes,7711,38,0.49%,$12.04,$2.44,$92.84,2.6,8,$11.6
"06 January, 2014",Mountain Bikes,Common Keywords,7844,30,0.38%,$9.55,$2.5,$74.91,3.8,7,$10.7
"06 January, 2014",Mountain Bikes,Athletic Bikes,6923,40,0.58%,$4.02,$0.7,$27.86,3,11,$2.53
"06 January, 2014",Mountain Bikes,Adult Bikes,6069,99,1.63%,$21.77,$1.33,$132.12,2.8,8,$16.52
"06 January, 2014",Mountain Bikes,Kids Bikes,8869,98,1.10%,$17.41,$1.58,$154.43,1.9,9,$17.16
"07 January, 2014",Mountain Bikes,Common Keywords,7042,58,0.82%,$14.74,$1.79,$103.79,3.8,11,$9.44
"07 January, 2014",Mountain Bikes,Athletic Bikes,8293,44,0.53%,$10.17,$1.92,$84.31,3.1,3,$28.1
"07 January, 2014",Mountain Bikes,Adult Bikes,6914,38,0.55%,$6.48,$1.18,$44.78,2.8,6,$7.46
"07 January, 2014",Mountain Bikes,Kids Bikes,6133,73,1.19%,$15.46,$1.3,$94.8,2.3,4,$23.7
"08 January, 2014",Mountain Bikes,Common Keywords,8806,95,1.08%,$17.33,$1.61,$152.64,3.8,3,$50.88
"08 January, 2014",Mountain Bikes,Athletic Bikes,6023,90,1.49%,$35.4,$2.37,$213.19,2.9,12,$17.77
"08 January, 2014",Mountain Bikes,Adult Bikes,9158,36,0.39%,$8.86,$2.25,$81.16,2.9,15,$5.41
"08 January, 2014",Mountain Bikes,Kids Bikes,6225,86,1.38%,$13,$0.94,$80.9,2.5,9,$8.99
"09 January, 2014",Mountain Bikes,Common Keywords,6024,85,1.41%,$27.16,$1.92,$163.61,3.8,7,$23.37
"09 January, 2014",Mountain Bikes,Athletic Bikes,6836,70,1.02%,$8.54,$0.83,$58.36,3,6,$9.73
"09 January, 2014",Mountain Bikes,Adult Bikes,8747,74,0.85%,$20.54,$2.43,$179.7,2.3,5,$35.94
"09 January, 2014",Mountain Bikes,Kids Bikes,8155,67,0.82%,$14.61,$1.78,$119.11,2.8,10,$11.91
"10 January, 2014",Mountain Bikes,Common Keywords,6083,66,1.08%,$15.44,$1.42,$93.94,4.2,3,$31.31
"10 January, 2014",Mountain Bikes,Athletic Bikes,9724,52,0.53%,$8.41,$1.57,$81.74,3,10,$8.17
"10 January, 2014",Mountain Bikes,Adult Bikes,6291,84,1.34%,$22.97,$1.72,$144.5,2.1,10,$14.45
"10 January, 2014",Mountain Bikes,Kids Bikes,8003,66,0.82%,$18.93,$2.29,$151.46,2.4,7,$21.64
"11 January, 2014",Mountain Bikes,Common Keywords,8786,60,0.68%,$4.12,$0.6,$36.24,4.2,13,$2.79
"11 January, 2014",Mountain Bikes,Athletic Bikes,8748,68,0.78%,$12.46,$1.6,$108.96,3,12,$9.08
"11 January, 2014",Mountain Bikes,Adult Bikes,7338,74,1.01%,$16.43,$1.63,$120.58,2.3,12,$10.05
"11 January, 2014",Mountain Bikes,Kids Bikes,9402,80,0.85%,$7.47,$0.88,$70.26,2.2,11,$6.39
"12 January, 2014",Mountain Bikes,Common Keywords,9435,45,0.48%,$5.4,$1.13,$50.94,3.9,7,$7.28
"12 January, 2014",Mountain Bikes,Athletic Bikes,6147,33,0.54%,$6.1,$1.14,$37.47,3.3,9,$4.16
"12 January, 2014",Mountain Bikes,Adult Bikes,7433,75,1.01%,$11,$1.09,$81.79,2.7,12,$6.82
"12 January, 2014",Mountain Bikes,Kids Bikes,6717,97,1.44%,$15.42,$1.07,$103.6,2.4,8,$12.95
"13 January, 2014",Mountain Bikes,Common Keywords,8579,46,0.54%,$11.36,$2.12,$97.46,3.7,7,$13.92
"13 January, 2014",Mountain Bikes,Athletic Bikes,7870,79,1.00%,$17.44,$1.74,$137.27,3.1,4,$34.32
"13 January, 2014",Mountain Bikes,Adult Bikes,6485,63,0.97%,$22.1,$2.28,$143.33,2.7,4,$35.83
"13 January, 2014",Mountain Bikes,Kids Bikes,8988,90,1.00%,$20.57,$2.05,$184.89,3,4,$46.22
"14 January, 2014",Mountain Bikes,Common Keywords,6294,67,1.06%,$20.1,$1.89,$126.49,3.7,3,$42.16
"14 January, 2014",Mountain Bikes,Athletic Bikes,8131,84,1.03%,$9.02,$0.87,$73.32,2.9,4,$18.33
"14 January, 2014",Mountain Bikes,Adult Bikes,8596,47,0.55%,$5.69,$1.04,$48.94,2.8,4,$12.24
"14 January, 2014",Mountain Bikes,Kids Bikes,8742,81,0.93%,$21.98,$2.37,$192.19,2.8,5,$38.44
"15 January, 2014",Mountain Bikes,Common Keywords,9582,70,0.73%,$8.68,$1.19,$83.14,4,10,$8.31
"15 January, 2014",Mountain Bikes,Athletic Bikes,8396,59,0.70%,$7.65,$1.09,$64.26,2.8,3,$21.42
"15 January, 2014",Mountain Bikes,Adult Bikes,9740,44,0.45%,$10.89,$2.41,$106.08,2.8,3,$35.36
"15 January, 2014",Mountain Bikes,Kids Bikes,9636,89,0.92%,$13.02,$1.41,$125.49,4.8,8,$15.69
"16 January, 2014",Mountain Bikes,Common Keywords,6254,55,0.88%,$17.65,$2.01,$110.38,4.2,3,$36.79
"16 January, 2014",Mountain Bikes,Athletic Bikes,9290,47,0.51%,$5.49,$1.09,$51.03,2.3,14,$3.65
"16 January, 2014",Mountain Bikes,Adult Bikes,8816,90,1.02%,$16.37,$1.6,$144.33,2.5,4,$36.08
"16 January, 2014",Mountain Bikes,Kids Bikes,6208,36,0.58%,$11.6,$2,$71.98,2.5,9,$8
"17 January, 2014",Mountain Bikes,Common Keywords,7428,54,0.73%,$4.83,$0.66,$35.87,4.5,4,$8.97
"17 January, 2014",Mountain Bikes,Athletic Bikes,7990,74,0.93%,$16.55,$1.79,$132.22,2.4,11,$12.02
"17 January, 2014",Mountain Bikes,Adult Bikes,8949,95,1.06%,$20.44,$1.93,$182.93,2.1,3,$60.98
"17 January, 2014",Mountain Bikes,Kids Bikes,9711,77,0.79%,$10.87,$1.37,$105.59,1.8,7,$15.08
"18 January, 2014",Mountain Bikes,Common Keywords,8170,51,0.62%,$5.54,$0.89,$45.28,4.6,3,$15.09
"18 January, 2014",Mountain Bikes,Athletic Bikes,6445,99,1.54%,$27.57,$1.79,$177.69,2.5,7,$25.38
"18 January, 2014",Mountain Bikes,Adult Bikes,7864,80,1.02%,$23.28,$2.29,$183.1,1.7,12,$15.26
"18 January, 2014",Mountain Bikes,Kids Bikes,8316,64,0.77%,$16.5,$2.14,$137.18,2.6,5,$27.44
"19 January, 2014",Mountain Bikes,Common Keywords,9896,68,0.69%,$13.35,$1.94,$132.08,4.4,3,$44.03
"19 January, 2014",Mountain Bikes,Athletic Bikes,8491,100,1.18%,$21.24,$1.8,$180.34,2.4,13,$13.87
"19 January, 2014",Mountain Bikes,Adult Bikes,6150,56,0.91%,$17.36,$1.91,$106.75,2.1,14,$7.63
"19 January, 2014",Mountain Bikes,Kids Bikes,6389,51,0.80%,$13.37,$1.68,$85.43,2.1,9,$9.49
"20 January, 2014",Mountain Bikes,Common Keywords,7804,34,0.44%,$6.35,$1.46,$49.54,4.2,14,$3.54
"20 January, 2014",Mountain Bikes,Athletic Bikes,7818,73,0.93%,$6.05,$0.65,$47.3,2.4,13,$3.64
"20 January, 2014",Mountain Bikes,Adult Bikes,8803,89,1.01%,$15.62,$1.54,$137.48,2.1,15,$9.17
"20 January, 2014",Mountain Bikes,Kids Bikes,7788,44,0.56%,$9.75,$1.73,$75.96,2.2,11,$6.91
"21 January, 2014",Mountain Bikes,Common Keywords,8886,91,1.02%,$19.29,$1.88,$171.38,4,13,$13.18
"21 January, 2014",Mountain Bikes,Athletic Bikes,6999,50,0.71%,$9.67,$1.35,$67.67,2.2,10,$6.77
"21 January, 2014",Mountain Bikes,Adult Bikes,7780,70,0.90%,$22.05,$2.45,$171.54,2.2,5,$34.31
"21 January, 2014",Mountain Bikes,Kids Bikes,7203,33,0.46%,$5.76,$1.26,$41.52,2.9,12,$3.46
"22 January, 2014",Mountain Bikes,Common Keywords,6691,47,0.70%,$13.51,$1.92,$90.41,4.2,9,$10.05
"22 January, 2014",Mountain Bikes,Athletic Bikes,7127,39,0.55%,$13.63,$2.49,$97.14,2.4,14,$6.94
"22 January, 2014",Mountain Bikes,Adult Bikes,7166,80,1.12%,$14.56,$1.3,$104.37,2.1,4,$26.09
"22 January, 2014",Mountain Bikes,Kids Bikes,9385,90,0.96%,$19.92,$2.08,$186.91,2.3,14,$13.35
"23 January, 2014",Mountain Bikes,Common Keywords,6368,86,1.35%,$32.07,$2.37,$204.21,4.1,3,$68.07
"23 January, 2014",Mountain Bikes,Athletic Bikes,6738,40,0.59%,$13.99,$2.36,$94.28,2.3,15,$6.29
"23 January, 2014",Mountain Bikes,Adult Bikes,6835,91,1.33%,$23.1,$1.74,$157.91,2.2,11,$14.36
"23 January, 2014",Mountain Bikes,Kids Bikes,7662,53,0.69%,$8.21,$1.19,$62.89,3.1,9,$6.99
"24 January, 2014",Mountain Bikes,Common Keywords,6066,37,0.61%,$5.17,$0.85,$31.34,4.2,12,$2.61
"24 January, 2014",Mountain Bikes,Athletic Bikes,9672,57,0.59%,$3.39,$0.58,$32.8,2.2,7,$4.69
"24 January, 2014",Mountain Bikes,Adult Bikes,6874,31,0.45%,$9.99,$2.22,$68.69,2.2,13,$5.28
"24 January, 2014",Mountain Bikes,Kids Bikes,7678,75,0.98%,$17.4,$1.78,$133.6,3.1,12,$11.13
"25 January, 2014",Mountain Bikes,Common Keywords,9182,81,0.88%,$18.21,$2.06,$167.19,4.5,14,$11.94
"25 January, 2014",Mountain Bikes,Athletic Bikes,8562,89,1.04%,$9.73,$0.94,$83.3,2.2,4,$20.82
"25 January, 2014",Mountain Bikes,Adult Bikes,9166,68,0.74%,$7.49,$1.01,$68.61,2.2,5,$13.72
"25 January, 2014",Mountain Bikes,Kids Bikes,6980,90,1.29%,$11.02,$0.85,$76.92,2.7,13,$5.92
"26 January, 2014",Mountain Bikes,Common Keywords,7960,89,1.12%,$7.5,$0.67,$59.73,4.1,13,$4.59
"26 January, 2014",Mountain Bikes,Athletic Bikes,7350,54,0.73%,$13.5,$1.84,$99.26,2.4,9,$11.03
"26 January, 2014",Mountain Bikes,Adult Bikes,8032,72,0.90%,$17.01,$1.9,$136.66,2.5,5,$27.33
"26 January, 2014",Mountain Bikes,Kids Bikes,9704,50,0.52%,$12.66,$2.46,$122.89,2.5,8,$15.36
"27 January, 2014",Mountain Bikes,Common Keywords,6020,98,1.63%,$32.85,$2.02,$197.77,3.9,6,$32.96
"27 January, 2014",Mountain Bikes,Athletic Bikes,6602,34,0.51%,$5.61,$1.09,$37.07,2.3,12,$3.09
"27 January, 2014",Mountain Bikes,Adult Bikes,9675,62,0.64%,$15.55,$2.43,$150.42,2.5,13,$11.57
"27 January, 2014",Mountain Bikes,Kids Bikes,8794,96,1.09%,$26.06,$2.39,$229.19,2,14,$16.37
"28 January, 2014",Mountain Bikes,Common Keywords,8243,69,0.84%,$17.37,$2.07,$143.16,3.9,6,$23.86
"28 January, 2014",Mountain Bikes,Athletic Bikes,9304,36,0.39%,$3.45,$0.89,$32.09,2.4,8,$4.01
"28 January, 2014",Mountain Bikes,Adult Bikes,6116,91,1.49%,$32.01,$2.15,$195.77,2.5,15,$13.05
"28 January, 2014",Mountain Bikes,Kids Bikes,8928,66,0.74%,$12.59,$1.7,$112.41,2.1,7,$16.06
"29 January, 2014",Mountain Bikes,Common Keywords,9661,73,0.76%,$9.69,$1.28,$93.65,3.9,8,$11.71
"29 January, 2014",Mountain Bikes,Athletic Bikes,8728,90,1.03%,$10.46,$1.01,$91.29,2.8,4,$22.82
"29 January, 2014",Mountain Bikes,Adult Bikes,9344,65,0.70%,$13.71,$1.97,$128.13,2.8,12,$10.68
"29 January, 2014",Mountain Bikes,Kids Bikes,8554,34,0.40%,$3.5,$0.88,$29.95,3,14,$2.14
"30 January, 2014",Mountain Bikes,Common Keywords,6843,32,0.47%,$7.47,$1.6,$51.15,3.8,4,$12.79
"30 January, 2014",Mountain Bikes,Athletic Bikes,8481,50,0.59%,$13.99,$2.37,$118.63,2.4,15,$7.91
"30 January, 2014",Mountain Bikes,Adult Bikes,6802,51,0.75%,$4.96,$0.66,$33.76,2.7,12,$2.81
"30 January, 2014",Mountain Bikes,Kids Bikes,6614,90,1.36%,$6.82,$0.5,$45.13,1.9,5,$9.03
"01 February, 2014",Mountain Bikes,Common Keywords,8567,85,0.99%,$24.76,$2.5,$212.12,4.3,8,$26.51
"01 February, 2014",Mountain Bikes,Athletic Bikes,7588,42,0.55%,$5.8,$1.05,$44.03,2.1,6,$7.34
"01 February, 2014",Mountain Bikes,Adult Bikes,7991,64,0.80%,$17.53,$2.19,$140.09,1.9,9,$15.57
"01 February, 2014",Mountain Bikes,Kids Bikes,9743,55,0.56%,$6.07,$1.07,$59.1,2.2,12,$4.92
"02 February, 2014",Mountain Bikes,Common Keywords,6517,32,0.49%,$7.19,$1.46,$46.84,4.3,3,$15.61
"02 February, 2014",Mountain Bikes,Athletic Bikes,6462,50,0.77%,$5.47,$0.71,$35.37,1.9,12,$2.95
"02 February, 2014",Mountain Bikes,Adult Bikes,8060,31,0.38%,$5.25,$1.37,$42.33,2,8,$5.29
"02 February, 2014",Mountain Bikes,Kids Bikes,6979,71,1.02%,$17.53,$1.72,$122.31,2.3,12,$10.19
"03 February, 2014",Mountain Bikes,Common Keywords,8102,64,0.79%,$19.66,$2.49,$159.25,4,4,$39.81
"03 February, 2014",Mountain Bikes,Athletic Bikes,7884,42,0.53%,$12.04,$2.26,$94.94,2.1,5,$18.99
"03 February, 2014",Mountain Bikes,Adult Bikes,8892,76,0.85%,$4.94,$0.58,$43.96,3.2,8,$5.49
"03 February, 2014",Mountain Bikes,Kids Bikes,8870,39,0.44%,$3.89,$0.88,$34.5,2.7,9,$3.83
"04 February, 2014",Mountain Bikes,Common Keywords,7695,87,1.13%,$19.39,$1.72,$149.24,4,7,$21.32
"04 February, 2014",Mountain Bikes,Athletic Bikes,6738,35,0.52%,$6.98,$1.34,$47.05,2,6,$7.84
"04 February, 2014",Mountain Bikes,Adult Bikes,6505,37,0.57%,$3.92,$0.69,$25.48,3.1,3,$8.49
"04 February, 2014",Mountain Bikes,Kids Bikes,8924,90,1.01%,$15.68,$1.55,$139.95,2.2,4,$34.99
"05 February, 2014",Mountain Bikes,Common Keywords,6822,98,1.44%,$8.05,$0.56,$54.93,4.1,14,$3.92
"05 February, 2014",Mountain Bikes,Athletic Bikes,9546,77,0.81%,$12.7,$1.57,$121.21,2,4,$30.3
"05 February, 2014",Mountain Bikes,Adult Bikes,7356,54,0.73%,$6.08,$0.83,$44.75,3,11,$4.07
"05 February, 2014",Mountain Bikes,Kids Bikes,9270,77,0.83%,$10.34,$1.25,$95.87,2.5,14,$6.85
"06 February, 2014",Mountain Bikes,Common Keywords,6536,70,1.07%,$20.85,$1.95,$136.26,4,13,$10.48
"06 February, 2014",Mountain Bikes,Athletic Bikes,6302,51,0.81%,$17.41,$2.15,$109.7,2.2,13,$8.44
"06 February, 2014",Mountain Bikes,Adult Bikes,6169,70,1.13%,$10.27,$0.9,$63.34,3.1,13,$4.87
"06 February, 2014",Mountain Bikes,Kids Bikes,7628,57,0.75%,$13.51,$1.81,$103.07,2.7,4,$25.77
"07 February, 2014",Mountain Bikes,Common Keywords,7392,73,0.99%,$22.89,$2.32,$169.18,4,4,$42.29
"07 February, 2014",Mountain Bikes,Athletic Bikes,8086,99,1.22%,$16.06,$1.31,$129.9,1.9,6,$21.65
"07 February, 2014",Mountain Bikes,Adult Bikes,9499,36,0.38%,$2.92,$0.77,$27.72,2.6,12,$2.31
"07 February, 2014",Mountain Bikes,Kids Bikes,9422,92,0.98%,$15.29,$1.57,$144.02,2.7,9,$16
"08 February, 2014",Mountain Bikes,Common Keywords,9405,68,0.72%,$5.1,$0.71,$47.99,4.1,6,$8
"08 February, 2014",Mountain Bikes,Athletic Bikes,9819,67,0.68%,$13.83,$2.03,$135.76,1.7,10,$13.58
"08 February, 2014",Mountain Bikes,Adult Bikes,7049,41,0.58%,$9.86,$1.69,$69.48,1.7,5,$13.9
"08 February, 2014",Mountain Bikes,Kids Bikes,8346,86,1.03%,$25.65,$2.49,$214.1,2,11,$19.46
"09 February, 2014",Mountain Bikes,Common Keywords,8470,39,0.46%,$9.8,$2.13,$83.02,4.1,6,$13.84
"09 February, 2014",Mountain Bikes,Athletic Bikes,7722,65,0.84%,$7.44,$0.88,$57.42,1.7,3,$19.14
"09 February, 2014",Mountain Bikes,Adult Bikes,9602,40,0.42%,$3.2,$0.77,$30.74,2,7,$4.39
"09 February, 2014",Mountain Bikes,Kids Bikes,8413,69,0.82%,$6.58,$0.8,$55.39,1.9,5,$11.08
"10 February, 2014",Mountain Bikes,Common Keywords,6590,57,0.86%,$10.46,$1.21,$68.91,4,11,$6.26
"10 February, 2014",Mountain Bikes,Athletic Bikes,9215,48,0.52%,$12.1,$2.32,$111.53,1.8,15,$7.44
"10 February, 2014",Mountain Bikes,Adult Bikes,6541,78,1.19%,$18.49,$1.55,$120.94,2.9,4,$30.24
"10 February, 2014",Mountain Bikes,Kids Bikes,8736,71,0.81%,$17.19,$2.12,$150.17,2.6,13,$11.55
"11 February, 2014",Mountain Bikes,Common Keywords,8614,67,0.78%,$15.42,$1.98,$132.82,4.2,3,$44.27
"11 February, 2014",Mountain Bikes,Athletic Bikes,6482,100,1.54%,$12.63,$0.82,$81.89,2.3,3,$27.3
"11 February, 2014",Mountain Bikes,Adult Bikes,8188,98,1.20%,$22.06,$1.84,$180.61,3.2,11,$16.42
"11 February, 2014",Mountain Bikes,Kids Bikes,9681,72,0.74%,$12.77,$1.72,$123.66,3,6,$20.61
"12 February, 2014",Mountain Bikes,Common Keywords,8539,57,0.67%,$4.23,$0.63,$36.09,3.8,7,$5.16
"12 February, 2014",Mountain Bikes,Athletic Bikes,6117,98,1.60%,$33.78,$2.11,$206.61,2.1,11,$18.78
"12 February, 2014",Mountain Bikes,Adult Bikes,6665,74,1.11%,$6.56,$0.59,$43.74,3.1,9,$4.86
"12 February, 2014",Mountain Bikes,Kids Bikes,9614,83,0.86%,$14.26,$1.65,$137.13,2.4,13,$10.55
"13 February, 2014",Mountain Bikes,Common Keywords,6100,41,0.67%,$15.66,$2.33,$95.5,3.7,10,$9.55
"13 February, 2014",Mountain Bikes,Athletic Bikes,7928,76,0.96%,$15.45,$1.61,$122.46,2.1,13,$9.42
"13 February, 2014",Mountain Bikes,Adult Bikes,7197,60,0.83%,$17.97,$2.16,$129.34,3.3,3,$43.11
"13 February, 2014",Mountain Bikes,Kids Bikes,9623,98,1.02%,$23.86,$2.34,$229.58,2.1,6,$38.26
"14 February, 2014",Mountain Bikes,Common Keywords,7177,89,1.24%,$15.88,$1.28,$114,3.8,7,$16.29
"14 February, 2014",Mountain Bikes,Athletic Bikes,6111,65,1.06%,$13.09,$1.23,$79.98,2,14,$5.71
"14 February, 2014",Mountain Bikes,Adult Bikes,7934,62,0.78%,$19.44,$2.49,$154.26,3,8,$19.28
"14 February, 2014",Mountain Bikes,Kids Bikes,8139,30,0.37%,$2.58,$0.7,$21.01,2.5,6,$3.5
"15 February, 2014",Mountain Bikes,Common Keywords,7088,68,0.96%,$10.79,$1.13,$76.51,4,12,$6.38
"15 February, 2014",Mountain Bikes,Athletic Bikes,9138,77,0.84%,$17.54,$2.08,$160.3,1.8,13,$12.33
"15 February, 2014",Mountain Bikes,Adult Bikes,9173,72,0.78%,$6.68,$0.85,$61.32,2.6,15,$4.09
"15 February, 2014",Mountain Bikes,Kids Bikes,7983,75,0.94%,$14.49,$1.54,$115.7,2.5,5,$23.14
"16 February, 2014",Mountain Bikes,Common Keywords,6026,47,0.78%,$16.02,$2.05,$96.55,4,7,$13.79
"16 February, 2014",Mountain Bikes,Athletic Bikes,9430,100,1.06%,$15.42,$1.45,$145.45,1.8,11,$13.22
"16 February, 2014",Mountain Bikes,Adult Bikes,7157,72,1.01%,$8.11,$0.81,$58.02,2.8,10,$5.8
"16 February, 2014",Mountain Bikes,Kids Bikes,8298,50,0.60%,$12.83,$2.13,$106.49,2.9,4,$26.62
"17 February, 2014",Mountain Bikes,Common Keywords,7002,81,1.16%,$12.15,$1.05,$85.08,4,12,$7.09
"17 February, 2014",Mountain Bikes,Athletic Bikes,7871,88,1.12%,$15.37,$1.38,$121.01,2.1,13,$9.31
"17 February, 2014",Mountain Bikes,Adult Bikes,8185,48,0.59%,$6.37,$1.09,$52.14,3.2,3,$17.38
"17 February, 2014",Mountain Bikes,Kids Bikes,6801,53,0.78%,$5.93,$0.76,$40.31,2.5,5,$8.06
"18 February, 2014",Mountain Bikes,Common Keywords,6865,43,0.63%,$8.03,$1.28,$55.12,4.2,8,$6.89
"18 February, 2014",Mountain Bikes,Athletic Bikes,9034,100,1.11%,$13.69,$1.24,$123.65,2.1,9,$13.74
"18 February, 2014",Mountain Bikes,Adult Bikes,9494,61,0.64%,$11.09,$1.73,$105.33,3.3,8,$13.17
"18 February, 2014",Mountain Bikes,Kids Bikes,9805,79,0.81%,$6.94,$0.86,$68.04,2.3,12,$5.67
"19 February, 2014",Mountain Bikes,Common Keywords,8955,44,0.49%,$7.12,$1.45,$63.78,4,5,$12.76
"19 February, 2014",Mountain Bikes,Athletic Bikes,8579,38,0.44%,$7.83,$1.77,$67.2,2.1,7,$9.6
"19 February, 2014",Mountain Bikes,Adult Bikes,9185,87,0.95%,$22.34,$2.36,$205.19,2.8,14,$14.66
"19 February, 2014",Mountain Bikes,Kids Bikes,8534,51,0.60%,$3.96,$0.66,$33.83,2.5,14,$2.42
"20 February, 2014",Mountain Bikes,Common Keywords,7602,41,0.54%,$11.28,$2.09,$85.72,3.9,8,$10.72
"20 February, 2014",Mountain Bikes,Athletic Bikes,7233,83,1.15%,$21.94,$1.91,$158.66,2.2,11,$14.42
"20 February, 2014",Mountain Bikes,Adult Bikes,9955,48,0.48%,$11.18,$2.32,$111.3,2.5,6,$18.55
"20 February, 2014",Mountain Bikes,Kids Bikes,6051,89,1.47%,$20.81,$1.41,$125.89,1.9,9,$13.99
"21 February, 2014",Mountain Bikes,Common Keywords,7224,100,1.38%,$32.99,$2.38,$238.29,4.1,6,$39.71
"21 February, 2014",Mountain Bikes,Athletic Bikes,9345,87,0.93%,$9.63,$1.03,$89.96,2.1,9,$10
"21 February, 2014",Mountain Bikes,Adult Bikes,7127,45,0.63%,$7.11,$1.13,$50.69,2.2,7,$7.24
"21 February, 2014",Mountain Bikes,Kids Bikes,7144,32,0.45%,$8.12,$1.81,$57.98,2.3,12,$4.83
"22 February, 2014",Mountain Bikes,Common Keywords,8051,71,0.88%,$22,$2.5,$177.15,4.2,13,$13.63
"22 February, 2014",Mountain Bikes,Athletic Bikes,8918,100,1.12%,$7.12,$0.63,$63.47,1.9,3,$21.16
"22 February, 2014",Mountain Bikes,Adult Bikes,9436,50,0.53%,$9.68,$1.83,$91.31,1.7,5,$18.26
"22 February, 2014",Mountain Bikes,Kids Bikes,7410,76,1.03%,$19.37,$1.89,$143.52,2.7,3,$47.84
"23 February, 2014",Mountain Bikes,Common Keywords,7923,91,1.15%,$27.29,$2.38,$216.23,4.4,4,$54.06
"23 February, 2014",Mountain Bikes,Athletic Bikes,6521,55,0.84%,$10.88,$1.29,$70.94,1.9,7,$10.13
"23 February, 2014",Mountain Bikes,Adult Bikes,8340,80,0.96%,$12.37,$1.29,$103.13,2.1,12,$8.59
"23 February, 2014",Mountain Bikes,Kids Bikes,6621,84,1.27%,$13.67,$1.08,$90.52,3.4,6,$15.09
"24 February, 2014",Mountain Bikes,Common Keywords,6118,77,1.26%,$21.47,$1.71,$131.37,4.1,12,$10.95
