"","date","births","wday","year","month","day","day_of_year","day_of_week"
"5643",1984-06-13,10084,"Wed",1984,6,13,165,3
"5644",1984-06-14,10732,"Thurs",1984,6,14,166,4
"5645",1984-06-15,10332,"Fri",1984,6,15,167,5
"5646",1984-06-16,8457,"Sat",1984,6,16,168,6
"5647",1984-06-17,8611,"Sun",1984,6,17,169,7
"5648",1984-06-18,10483,"Mon",1984,6,18,170,1
"5649",1984-06-19,10515,"Tues",1984,6,19,171,2
"5650",1984-06-20,10655,"Wed",1984,6,20,172,3
"5651",1984-06-21,10561,"Thurs",1984,6,21,173,4
"5652",1984-06-22,10586,"Fri",1984,6,22,174,5
"5653",1984-06-23,8972,"Sat",1984,6,23,175,6
"5654",1984-06-24,8821,"Sun",1984,6,24,176,7
"5655",1984-06-25,10561,"Mon",1984,6,25,177,1
"5656",1984-06-26,10980,"Tues",1984,6,26,178,2
"5657",1984-06-27,10662,"Wed",1984,6,27,179,3
"5658",1984-06-28,10794,"Thurs",1984,6,28,180,4
"5659",1984-06-29,11087,"Fri",1984,6,29,181,5
"5660",1984-06-30,8940,"Sat",1984,6,30,182,6
"5661",1984-07-01,8565,"Sun",1984,7,1,183,7
"5662",1984-07-02,10807,"Mon",1984,7,2,184,1
"5663",1984-07-03,11250,"Tues",1984,7,3,185,2
"5664",1984-07-04,9240,"Wed",1984,7,4,186,3
"5665",1984-07-05,10789,"Thurs",1984,7,5,187,4
"5666",1984-07-06,11566,"Fri",1984,7,6,188,5
"5667",1984-07-07,9138,"Sat",1984,7,7,189,6
"5668",1984-07-08,8956,"Sun",1984,7,8,190,7
"5669",1984-07-09,10996,"Mon",1984,7,9,191,1
"5670",1984-07-10,11661,"Tues",1984,7,10,192,2
"5671",1984-07-11,10923,"Wed",1984,7,11,193,3
"5672",1984-07-12,11264,"Thurs",1984,7,12,194,4
"5673",1984-07-13,10687,"Fri",1984,7,13,195,5
"5674",1984-07-14,9213,"Sat",1984,7,14,196,6
"5675",1984-07-15,9046,"Sun",1984,7,15,197,7
"5676",1984-07-16,11295,"Mon",1984,7,16,198,1
"5677",1984-07-17,11493,"Tues",1984,7,17,199,2
"5678",1984-07-18,11278,"Wed",1984,7,18,200,3
"5679",1984-07-19,11042,"Thurs",1984,7,19,201,4
"5680",1984-07-20,11185,"Fri",1984,7,20,202,5
"5681",1984-07-21,9338,"Sat",1984,7,21,203,6
"5682",1984-07-22,9029,"Sun",1984,7,22,204,7
"5683",1984-07-23,11176,"Mon",1984,7,23,205,1
"5684",1984-07-24,11811,"Tues",1984,7,24,206,2
"5685",1984-07-25,11099,"Wed",1984,7,25,207,3
"5686",1984-07-26,11003,"Thurs",1984,7,26,208,4
"5687",1984-07-27,11320,"Fri",1984,7,27,209,5
"5688",1984-07-28,9470,"Sat",1984,7,28,210,6
"5689",1984-07-29,8901,"Sun",1984,7,29,211,7
"5690",1984-07-30,10782,"Mon",1984,7,30,212,1
"5691",1984-07-31,11582,"Tues",1984,7,31,213,2
"5692",1984-08-01,11227,"Wed",1984,8,1,214,3
"5693",1984-08-02,11410,"Thurs",1984,8,2,215,4
"5694",1984-08-03,11370,"Fri",1984,8,3,216,5
"5695",1984-08-04,9594,"Sat",1984,8,4,217,6
"5696",1984-08-05,9137,"Sun",1984,8,5,218,7
"5697",1984-08-06,11213,"Mon",1984,8,6,219,1
"5698",1984-08-07,11884,"Tues",1984,8,7,220,2
"5699",1984-08-08,11392,"Wed",1984,8,8,221,3
"5700",1984-08-09,11377,"Thurs",1984,8,9,222,4
"5701",1984-08-10,11364,"Fri",1984,8,10,223,5
"5702",1984-08-11,9465,"Sat",1984,8,11,224,6
"5703",1984-08-12,9045,"Sun",1984,8,12,225,7
"5704",1984-08-13,11017,"Mon",1984,8,13,226,1
"5705",1984-08-14,11550,"Tues",1984,8,14,227,2
"5706",1984-08-15,11489,"Wed",1984,8,15,228,3
"5707",1984-08-16,11301,"Thurs",1984,8,16,229,4
"5708",1984-08-17,11427,"Fri",1984,8,17,230,5
"5709",1984-08-18,9407,"Sat",1984,8,18,231,6
"5710",1984-08-19,8945,"Sun",1984,8,19,232,7
"5711",1984-08-20,11228,"Mon",1984,8,20,233,1
"5712",1984-08-21,11585,"Tues",1984,8,21,234,2
"5713",1984-08-22,11180,"Wed",1984,8,22,235,3
"5714",1984-08-23,11110,"Thurs",1984,8,23,236,4
"5715",1984-08-24,11162,"Fri",1984,8,24,237,5
"5716",1984-08-25,9254,"Sat",1984,8,25,238,6
"5717",1984-08-26,9234,"Sun",1984,8,26,239,7
"5718",1984-08-27,11221,"Mon",1984,8,27,240,1
"5719",1984-08-28,11829,"Tues",1984,8,28,241,2
"5720",1984-08-29,11342,"Wed",1984,8,29,242,3
"5721",1984-08-30,11421,"Thurs",1984,8,30,243,4
"5722",1984-08-31,11481,"Fri",1984,8,31,244,5
"5723",1984-09-01,9370,"Sat",1984,9,1,245,6
"5724",1984-09-02,8962,"Sun",1984,9,2,246,7
"5725",1984-09-03,9343,"Mon",1984,9,3,247,1
"5726",1984-09-04,11111,"Tues",1984,9,4,248,2
"5727",1984-09-05,11827,"Wed",1984,9,5,249,3
"5728",1984-09-06,11442,"Thurs",1984,9,6,250,4
"5729",1984-09-07,11760,"Fri",1984,9,7,251,5
"5730",1984-09-08,9588,"Sat",1984,9,8,252,6
"5731",1984-09-09,9354,"Sun",1984,9,9,253,7
"5732",1984-09-10,11641,"Mon",1984,9,10,254,1
"5733",1984-09-11,11795,"Tues",1984,9,11,255,2
"5734",1984-09-12,11388,"Wed",1984,9,12,256,3
"5735",1984-09-13,11515,"Thurs",1984,9,13,257,4
"5736",1984-09-14,12034,"Fri",1984,9,14,258,5
"5737",1984-09-15,9880,"Sat",1984,9,15,259,6
"5738",1984-09-16,9310,"Sun",1984,9,16,260,7
"5739",1984-09-17,11487,"Mon",1984,9,17,261,1
"5740",1984-09-18,12038,"Tues",1984,9,18,262,2
"5741",1984-09-19,11787,"Wed",1984,9,19,263,3
"5742",1984-09-20,11720,"Thurs",1984,9,20,264,4
"5743",1984-09-21,12121,"Fri",1984,9,21,265,5
"5744",1984-09-22,9857,"Sat",1984,9,22,266,6
"5745",1984-09-23,9622,"Sun",1984,9,23,267,7
"5746",1984-09-24,11980,"Mon",1984,9,24,268,1
"5747",1984-09-25,12271,"Tues",1984,9,25,269,2
"5748",1984-09-26,11691,"Wed",1984,9,26,270,3
"5749",1984-09-27,11174,"Thurs",1984,9,27,271,4
"5750",1984-09-28,11559,"Fri",1984,9,28,272,5
"5751",1984-09-29,9813,"Sat",1984,9,29,273,6
"5752",1984-09-30,9462,"Sun",1984,9,30,274,7
"5753",1984-10-01,11235,"Mon",1984,10,1,275,1
"5754",1984-10-02,11572,"Tues",1984,10,2,276,2
"5755",1984-10-03,11487,"Wed",1984,10,3,277,3
"5756",1984-10-04,11339,"Thurs",1984,10,4,278,4
"5757",1984-10-05,11387,"Fri",1984,10,5,279,5
"5758",1984-10-06,9523,"Sat",1984,10,6,280,6
"5759",1984-10-07,8749,"Sun",1984,10,7,281,7
"5760",1984-10-08,11054,"Mon",1984,10,8,282,1
"5761",1984-10-09,11435,"Tues",1984,10,9,283,2
"5762",1984-10-10,11146,"Wed",1984,10,10,284,3
"5763",1984-10-11,11060,"Thurs",1984,10,11,285,4
"5764",1984-10-12,11018,"Fri",1984,10,12,286,5
"5765",1984-10-13,9009,"Sat",1984,10,13,287,6
"5766",1984-10-14,8836,"Sun",1984,10,14,288,7
"5767",1984-10-15,10961,"Mon",1984,10,15,289,1
"5768",1984-10-16,10999,"Tues",1984,10,16,290,2
"5769",1984-10-17,10693,"Wed",1984,10,17,291,3
"5770",1984-10-18,10597,"Thurs",1984,10,18,292,4
"5771",1984-10-19,10837,"Fri",1984,10,19,293,5
"5772",1984-10-20,8791,"Sat",1984,10,20,294,6
"5773",1984-10-21,8544,"Sun",1984,10,21,295,7
"5774",1984-10-22,10609,"Mon",1984,10,22,296,1
"5775",1984-10-23,10883,"Tues",1984,10,23,297,2
"5776",1984-10-24,10395,"Wed",1984,10,24,298,3
"5777",1984-10-25,10463,"Thurs",1984,10,25,299,4
"5778",1984-10-26,10568,"Fri",1984,10,26,300,5
"5779",1984-10-27,8882,"Sat",1984,10,27,301,6
"5780",1984-10-28,8910,"Sun",1984,10,28,302,7
"5781",1984-10-29,10266,"Mon",1984,10,29,303,1
"5782",1984-10-30,10458,"Tues",1984,10,30,304,2
"5783",1984-10-31,10033,"Wed",1984,10,31,305,3
"5784",1984-11-01,10602,"Thurs",1984,11,1,306,4
"5785",1984-11-02,10436,"Fri",1984,11,2,307,5
"5786",1984-11-03,8526,"Sat",1984,11,3,308,6
"5787",1984-11-04,8380,"Sun",1984,11,4,309,7
"5788",1984-11-05,10572,"Mon",1984,11,5,310,1
"5789",1984-11-06,10506,"Tues",1984,11,6,311,2
"5790",1984-11-07,10291,"Wed",1984,11,7,312,3
"5791",1984-11-08,10378,"Thurs",1984,11,8,313,4
"5792",1984-11-09,10772,"Fri",1984,11,9,314,5
"5793",1984-11-10,8487,"Sat",1984,11,10,315,6
"5794",1984-11-11,8576,"Sun",1984,11,11,316,7
"5795",1984-11-12,10262,"Mon",1984,11,12,317,1
"5796",1984-11-13,10755,"Tues",1984,11,13,318,2
"5797",1984-11-14,10403,"Wed",1984,11,14,319,3
"5798",1984-11-15,10701,"Thurs",1984,11,15,320,4
"5799",1984-11-16,10722,"Fri",1984,11,16,321,5
"5800",1984-11-17,8688,"Sat",1984,11,17,322,6
"5801",1984-11-18,8300,"Sun",1984,11,18,323,7
"5802",1984-11-19,10740,"Mon",1984,11,19,324,1
"5803",1984-11-20,10941,"Tues",1984,11,20,325,2
"5804",1984-11-21,10501,"Wed",1984,11,21,326,3
"5805",1984-11-22,8011,"Thurs",1984,11,22,327,4
"5806",1984-11-23,9689,"Fri",1984,11,23,328,5
"5807",1984-11-24,8512,"Sat",1984,11,24,329,6
"5808",1984-11-25,8543,"Sun",1984,11,25,330,7
"5809",1984-11-26,10656,"Mon",1984,11,26,331,1
"5810",1984-11-27,10819,"Tues",1984,11,27,332,2
"5811",1984-11-28,10458,"Wed",1984,11,28,333,3
"5812",1984-11-29,10387,"Thurs",1984,11,29,334,4
"5813",1984-11-30,10560,"Fri",1984,11,30,335,5
"5814",1984-12-01,8479,"Sat",1984,12,1,336,6
"5815",1984-12-02,8348,"Sun",1984,12,2,337,7
"5816",1984-12-03,10289,"Mon",1984,12,3,338,1
"5817",1984-12-04,10544,"Tues",1984,12,4,339,2
"5818",1984-12-05,10182,"Wed",1984,12,5,340,3
"5819",1984-12-06,10172,"Thurs",1984,12,6,341,4
"5820",1984-12-07,10260,"Fri",1984,12,7,342,5
"5821",1984-12-08,8459,"Sat",1984,12,8,343,6
"5822",1984-12-09,8267,"Sun",1984,12,9,344,7
"5823",1984-12-10,10506,"Mon",1984,12,10,345,1
"5824",1984-12-11,10747,"Tues",1984,12,11,346,2
"5825",1984-12-12,10569,"Wed",1984,12,12,347,3
"5826",1984-12-13,10378,"Thurs",1984,12,13,348,4
"5827",1984-12-14,10630,"Fri",1984,12,14,349,5
"5828",1984-12-15,8505,"Sat",1984,12,15,350,6
"5829",1984-12-16,8253,"Sun",1984,12,16,351,7
"5830",1984-12-17,10760,"Mon",1984,12,17,352,1
"5831",1984-12-18,11444,"Tues",1984,12,18,353,2
"5832",1984-12-19,10933,"Wed",1984,12,19,354,3
"5833",1984-12-20,10825,"Thurs",1984,12,20,355,4
"5834",1984-12-21,10474,"Fri",1984,12,21,356,5
"5835",1984-12-22,8519,"Sat",1984,12,22,357,6
"5836",1984-12-23,7901,"Sun",1984,12,23,358,7
"5837",1984-12-24,8575,"Mon",1984,12,24,359,1
"5838",1984-12-25,7851,"Tues",1984,12,25,360,2
"5839",1984-12-26,9777,"Wed",1984,12,26,361,3
"5840",1984-12-27,11224,"Thurs",1984,12,27,362,4
"5841",1984-12-28,11705,"Fri",1984,12,28,363,5
"5842",1984-12-29,9254,"Sat",1984,12,29,364,6
"5843",1984-12-30,8386,"Sun",1984,12,30,365,7
"5844",1984-12-31,10105,"Mon",1984,12,31,366,1
"5845",1985-01-01,8335,"Tues",1985,1,1,1,2
"5846",1985-01-02,9377,"Wed",1985,1,2,2,3
"5847",1985-01-03,10052,"Thurs",1985,1,3,3,4
"5848",1985-01-04,10458,"Fri",1985,1,4,4,5
"5849",1985-01-05,8648,"Sat",1985,1,5,5,6
"5850",1985-01-06,8477,"Sun",1985,1,6,6,7
"5851",1985-01-07,10078,"Mon",1985,1,7,7,1
"5852",1985-01-08,10242,"Tues",1985,1,8,8,2
"5853",1985-01-09,9988,"Wed",1985,1,9,9,3
"5854",1985-01-10,10150,"Thurs",1985,1,10,10,4
"5855",1985-01-11,10501,"Fri",1985,1,11,11,5
"5856",1985-01-12,8759,"Sat",1985,1,12,12,6
"5857",1985-01-13,8247,"Sun",1985,1,13,13,7
"5858",1985-01-14,10409,"Mon",1985,1,14,14,1
"5859",1985-01-15,10692,"Tues",1985,1,15,15,2
"5860",1985-01-16,10199,"Wed",1985,1,16,16,3
"5861",1985-01-17,10391,"Thurs",1985,1,17,17,4
"5862",1985-01-18,10865,"Fri",1985,1,18,18,5
"5863",1985-01-19,8982,"Sat",1985,1,19,19,6
"5864",1985-01-20,8345,"Sun",1985,1,20,20,7
"5865",1985-01-21,10314,"Mon",1985,1,21,21,1
"5866",1985-01-22,10598,"Tues",1985,1,22,22,2
"5867",1985-01-23,10496,"Wed",1985,1,23,23,3
"5868",1985-01-24,10470,"Thurs",1985,1,24,24,4
"5869",1985-01-25,10755,"Fri",1985,1,25,25,5
"5870",1985-01-26,8774,"Sat",1985,1,26,26,6
"5871",1985-01-27,8441,"Sun",1985,1,27,27,7
"5872",1985-01-28,10322,"Mon",1985,1,28,28,1
"5873",1985-01-29,10582,"Tues",1985,1,29,29,2
"5874",1985-01-30,10308,"Wed",1985,1,30,30,3
"5875",1985-01-31,10162,"Thurs",1985,1,31,31,4
"5876",1985-02-01,10591,"Fri",1985,2,1,32,5
"5877",1985-02-02,8829,"Sat",1985,2,2,33,6
"5878",1985-02-03,8347,"Sun",1985,2,3,34,7
"5879",1985-02-04,10338,"Mon",1985,2,4,35,1
"5880",1985-02-05,10607,"Tues",1985,2,5,36,2
"5881",1985-02-06,10506,"Wed",1985,2,6,37,3
"5882",1985-02-07,10508,"Thurs",1985,2,7,38,4
"5883",1985-02-08,10579,"Fri",1985,2,8,39,5
"5884",1985-02-09,8921,"Sat",1985,2,9,40,6
"5885",1985-02-10,8607,"Sun",1985,2,10,41,7
"5886",1985-02-11,10597,"Mon",1985,2,11,42,1
"5887",1985-02-12,10889,"Tues",1985,2,12,43,2
"5888",1985-02-13,10306,"Wed",1985,2,13,44,3
"5889",1985-02-14,11363,"Thurs",1985,2,14,45,4
"5890",1985-02-15,10681,"Fri",1985,2,15,46,5
"5891",1985-02-16,8883,"Sat",1985,2,16,47,6
"5892",1985-02-17,8476,"Sun",1985,2,17,48,7
"5893",1985-02-18,9925,"Mon",1985,2,18,49,1
"5894",1985-02-19,10572,"Tues",1985,2,19,50,2
"5895",1985-02-20,10536,"Wed",1985,2,20,51,3
"5896",1985-02-21,10583,"Thurs",1985,2,21,52,4
"5897",1985-02-22,10729,"Fri",1985,2,22,53,5
"5898",1985-02-23,8833,"Sat",1985,2,23,54,6
"5899",1985-02-24,8836,"Sun",1985,2,24,55,7
"5900",1985-02-25,10529,"Mon",1985,2,25,56,1
"5901",1985-02-26,10718,"Tues",1985,2,26,57,2
"5902",1985-02-27,10671,"Wed",1985,2,27,58,3
"5903",1985-02-28,10616,"Thurs",1985,2,28,59,4
"5904",1985-03-01,10876,"Fri",1985,3,1,61,5
"5905",1985-03-02,8824,"Sat",1985,3,2,62,6
"5906",1985-03-03,8554,"Sun",1985,3,3,63,7
"5907",1985-03-04,10629,"Mon",1985,3,4,64,1
"5908",1985-03-05,10797,"Tues",1985,3,5,65,2
"5909",1985-03-06,10475,"Wed",1985,3,6,66,3
"5910",1985-03-07,10509,"Thurs",1985,3,7,67,4
"5911",1985-03-08,10927,"Fri",1985,3,8,68,5
"5912",1985-03-09,9010,"Sat",1985,3,9,69,6
"5913",1985-03-10,8344,"Sun",1985,3,10,70,7
"5914",1985-03-11,10544,"Mon",1985,3,11,71,1
"5915",1985-03-12,10812,"Tues",1985,3,12,72,2
"5916",1985-03-13,10286,"Wed",1985,3,13,73,3
"5917",1985-03-14,10732,"Thurs",1985,3,14,74,4
"5918",1985-03-15,10610,"Fri",1985,3,15,75,5
"5919",1985-03-16,8690,"Sat",1985,3,16,76,6
"5920",1985-03-17,8503,"Sun",1985,3,17,77,7
"5921",1985-03-18,10516,"Mon",1985,3,18,78,1
"5922",1985-03-19,10803,"Tues",1985,3,19,79,2
"5923",1985-03-20,10683,"Wed",1985,3,20,80,3
"5924",1985-03-21,10591,"Thurs",1985,3,21,81,4
"5925",1985-03-22,10792,"Fri",1985,3,22,82,5
"5926",1985-03-23,8867,"Sat",1985,3,23,83,6
"5927",1985-03-24,8458,"Sun",1985,3,24,84,7
"5928",1985-03-25,10472,"Mon",1985,3,25,85,1
"5929",1985-03-26,10918,"Tues",1985,3,26,86,2
"5930",1985-03-27,10666,"Wed",1985,3,27,87,3
"5931",1985-03-28,10890,"Thurs",1985,3,28,88,4
"5932",1985-03-29,11037,"Fri",1985,3,29,89,5
"5933",1985-03-30,8887,"Sat",1985,3,30,90,6
"5934",1985-03-31,8321,"Sun",1985,3,31,91,7
"5935",1985-04-01,9834,"Mon",1985,4,1,92,1
"5936",1985-04-02,11263,"Tues",1985,4,2,93,2
"5937",1985-04-03,10554,"Wed",1985,4,3,94,3
"5938",1985-04-04,10589,"Thurs",1985,4,4,95,4
"5939",1985-04-05,10238,"Fri",1985,4,5,96,5
"5940",1985-04-06,8761,"Sat",1985,4,6,97,6
"5941",1985-04-07,8136,"Sun",1985,4,7,98,7
"5942",1985-04-08,10135,"Mon",1985,4,8,99,1
"5943",1985-04-09,10541,"Tues",1985,4,9,100,2
"5944",1985-04-10,10559,"Wed",1985,4,10,101,3
"5945",1985-04-11,10506,"Thurs",1985,4,11,102,4
"5946",1985-04-12,10733,"Fri",1985,4,12,103,5
"5947",1985-04-13,8766,"Sat",1985,4,13,104,6
"5948",1985-04-14,8390,"Sun",1985,4,14,105,7
"5949",1985-04-15,10607,"Mon",1985,4,15,106,1
"5950",1985-04-16,11121,"Tues",1985,4,16,107,2
"5951",1985-04-17,10493,"Wed",1985,4,17,108,3
"5952",1985-04-18,10464,"Thurs",1985,4,18,109,4
"5953",1985-04-19,11178,"Fri",1985,4,19,110,5
"5954",1985-04-20,8797,"Sat",1985,4,20,111,6
"5955",1985-04-21,8639,"Sun",1985,4,21,112,7
"5956",1985-04-22,10712,"Mon",1985,4,22,113,1
"5957",1985-04-23,11030,"Tues",1985,4,23,114,2
"5958",1985-04-24,10413,"Wed",1985,4,24,115,3
"5959",1985-04-25,10634,"Thurs",1985,4,25,116,4
"5960",1985-04-26,10671,"Fri",1985,4,26,117,5
"5961",1985-04-27,8925,"Sat",1985,4,27,118,6
"5962",1985-04-28,8059,"Sun",1985,4,28,119,7
"5963",1985-04-29,10484,"Mon",1985,4,29,120,1
"5964",1985-04-30,10894,"Tues",1985,4,30,121,2
"5965",1985-05-01,10727,"Wed",1985,5,1,122,3
"5966",1985-05-02,10728,"Thurs",1985,5,2,123,4
"5967",1985-05-03,10593,"Fri",1985,5,3,124,5
"5968",1985-05-04,8680,"Sat",1985,5,4,125,6
"5969",1985-05-05,8678,"Sun",1985,5,5,126,7
"5970",1985-05-06,10642,"Mon",1985,5,6,127,1
"5971",1985-05-07,11267,"Tues",1985,5,7,128,2
"5972",1985-05-08,10723,"Wed",1985,5,8,129,3
"5973",1985-05-09,10764,"Thurs",1985,5,9,130,4
"5974",1985-05-10,11005,"Fri",1985,5,10,131,5
"5975",1985-05-11,8971,"Sat",1985,5,11,132,6
"5976",1985-05-12,8643,"Sun",1985,5,12,133,7
"5977",1985-05-13,10154,"Mon",1985,5,13,134,1
"5978",1985-05-14,11099,"Tues",1985,5,14,135,2
"5979",1985-05-15,10762,"Wed",1985,5,15,136,3
"5980",1985-05-16,10409,"Thurs",1985,5,16,137,4
"5981",1985-05-17,10845,"Fri",1985,5,17,138,5
"5982",1985-05-18,8950,"Sat",1985,5,18,139,6
"5983",1985-05-19,8453,"Sun",1985,5,19,140,7
"5984",1985-05-20,10955,"Mon",1985,5,20,141,1
"5985",1985-05-21,10962,"Tues",1985,5,21,142,2
"5986",1985-05-22,10908,"Wed",1985,5,22,143,3
"5987",1985-05-23,10845,"Thurs",1985,5,23,144,4
"5988",1985-05-24,11196,"Fri",1985,5,24,145,5
"5989",1985-05-25,8925,"Sat",1985,5,25,146,6
"5990",1985-05-26,8756,"Sun",1985,5,26,147,7
"5991",1985-05-27,9049,"Mon",1985,5,27,148,1
"5992",1985-05-28,10865,"Tues",1985,5,28,149,2
"5993",1985-05-29,11225,"Wed",1985,5,29,150,3
"5994",1985-05-30,10943,"Thurs",1985,5,30,151,4
"5995",1985-05-31,11288,"Fri",1985,5,31,152,5
"5996",1985-06-01,8996,"Sat",1985,6,1,153,6
"5997",1985-06-02,8753,"Sun",1985,6,2,154,7
"5998",1985-06-03,10538,"Mon",1985,6,3,155,1
"5999",1985-06-04,10772,"Tues",1985,6,4,156,2
"6000",1985-06-05,10846,"Wed",1985,6,5,157,3
"6001",1985-06-06,10805,"Thurs",1985,6,6,158,4
"6002",1985-06-07,10993,"Fri",1985,6,7,159,5
"6003",1985-06-08,8936,"Sat",1985,6,8,160,6
"6004",1985-06-09,8789,"Sun",1985,6,9,161,7
"6005",1985-06-10,10919,"Mon",1985,6,10,162,1
"6006",1985-06-11,11091,"Tues",1985,6,11,163,2
"6007",1985-06-12,10620,"Wed",1985,6,12,164,3
"6008",1985-06-13,10402,"Thurs",1985,6,13,165,4
"6009",1985-06-14,11047,"Fri",1985,6,14,166,5
"6010",1985-06-15,8991,"Sat",1985,6,15,167,6
"6011",1985-06-16,8831,"Sun",1985,6,16,168,7
"6012",1985-06-17,10962,"Mon",1985,6,17,169,1
"6013",1985-06-18,11141,"Tues",1985,6,18,170,2
"6014",1985-06-19,10856,"Wed",1985,6,19,171,3
"6015",1985-06-20,11341,"Thurs",1985,6,20,172,4
"6016",1985-06-21,11204,"Fri",1985,6,21,173,5
"6017",1985-06-22,9258,"Sat",1985,6,22,174,6
"6018",1985-06-23,8757,"Sun",1985,6,23,175,7
"6019",1985-06-24,11014,"Mon",1985,6,24,176,1
"6020",1985-06-25,11385,"Tues",1985,6,25,177,2
"6021",1985-06-26,11112,"Wed",1985,6,26,178,3
"6022",1985-06-27,11066,"Thurs",1985,6,27,179,4
"6023",1985-06-28,11360,"Fri",1985,6,28,180,5
"6024",1985-06-29,9200,"Sat",1985,6,29,181,6
"6025",1985-06-30,8877,"Sun",1985,6,30,182,7
"6026",1985-07-01,11302,"Mon",1985,7,1,183,1
"6027",1985-07-02,11905,"Tues",1985,7,2,184,2
"6028",1985-07-03,11698,"Wed",1985,7,3,185,3
"6029",1985-07-04,9176,"Thurs",1985,7,4,186,4
"6030",1985-07-05,11233,"Fri",1985,7,5,187,5
"6031",1985-07-06,9326,"Sat",1985,7,6,188,6
"6032",1985-07-07,9114,"Sun",1985,7,7,189,7
"6033",1985-07-08,11340,"Mon",1985,7,8,190,1
"6034",1985-07-09,11882,"Tues",1985,7,9,191,2
"6035",1985-07-10,11640,"Wed",1985,7,10,192,3
"6036",1985-07-11,11148,"Thurs",1985,7,11,193,4
"6037",1985-07-12,11459,"Fri",1985,7,12,194,5
"6038",1985-07-13,9180,"Sat",1985,7,13,195,6
"6039",1985-07-14,8965,"Sun",1985,7,14,196,7
"6040",1985-07-15,11414,"Mon",1985,7,15,197,1
"6041",1985-07-16,11685,"Tues",1985,7,16,198,2
"6042",1985-07-17,11243,"Wed",1985,7,17,199,3
"6043",1985-07-18,11231,"Thurs",1985,7,18,200,4
"6044",1985-07-19,11484,"Fri",1985,7,19,201,5
"6045",1985-07-20,9375,"Sat",1985,7,20,202,6
"6046",1985-07-21,8914,"Sun",1985,7,21,203,7
"6047",1985-07-22,11164,"Mon",1985,7,22,204,1
"6048",1985-07-23,11489,"Tues",1985,7,23,205,2
"6049",1985-07-24,11100,"Wed",1985,7,24,206,3
"6050",1985-07-25,11341,"Thurs",1985,7,25,207,4
"6051",1985-07-26,11399,"Fri",1985,7,26,208,5
"6052",1985-07-27,9441,"Sat",1985,7,27,209,6
"6053",1985-07-28,8941,"Sun",1985,7,28,210,7
"6054",1985-07-29,11331,"Mon",1985,7,29,211,1
"6055",1985-07-30,11707,"Tues",1985,7,30,212,2
"6056",1985-07-31,11284,"Wed",1985,7,31,213,3
"6057",1985-08-01,11202,"Thurs",1985,8,1,214,4
"6058",1985-08-02,11221,"Fri",1985,8,2,215,5
"6059",1985-08-03,9413,"Sat",1985,8,3,216,6
"6060",1985-08-04,8804,"Sun",1985,8,4,217,7
"6061",1985-08-05,11160,"Mon",1985,8,5,218,1
"6062",1985-08-06,11562,"Tues",1985,8,6,219,2
"6063",1985-08-07,11442,"Wed",1985,8,7,220,3
"6064",1985-08-08,11533,"Thurs",1985,8,8,221,4
"6065",1985-08-09,11542,"Fri",1985,8,9,222,5
"6066",1985-08-10,9321,"Sat",1985,8,10,223,6
"6067",1985-08-11,9027,"Sun",1985,8,11,224,7
"6068",1985-08-12,11424,"Mon",1985,8,12,225,1
"6069",1985-08-13,11636,"Tues",1985,8,13,226,2
"6070",1985-08-14,11540,"Wed",1985,8,14,227,3
"6071",1985-08-15,11746,"Thurs",1985,8,15,228,4
"6072",1985-08-16,11614,"Fri",1985,8,16,229,5
"6073",1985-08-17,9680,"Sat",1985,8,17,230,6
"6074",1985-08-18,9291,"Sun",1985,8,18,231,7
"6075",1985-08-19,11314,"Mon",1985,8,19,232,1
"6076",1985-08-20,11903,"Tues",1985,8,20,233,2
"6077",1985-08-21,11384,"Wed",1985,8,21,234,3
"6078",1985-08-22,11538,"Thurs",1985,8,22,235,4
"6079",1985-08-23,11434,"Fri",1985,8,23,236,5
"6080",1985-08-24,9473,"Sat",1985,8,24,237,6
"6081",1985-08-25,9128,"Sun",1985,8,25,238,7
"6082",1985-08-26,11324,"Mon",1985,8,26,239,1
"6083",1985-08-27,11780,"Tues",1985,8,27,240,2
"6084",1985-08-28,11368,"Wed",1985,8,28,241,3
"6085",1985-08-29,11515,"Thurs",1985,8,29,242,4
"6086",1985-08-30,11867,"Fri",1985,8,30,243,5
"6087",1985-08-31,9832,"Sat",1985,8,31,244,6
"6088",1985-09-01,9145,"Sun",1985,9,1,245,7
"6089",1985-09-02,9183,"Mon",1985,9,2,246,1
"6090",1985-09-03,11417,"Tues",1985,9,3,247,2
"6091",1985-09-04,11985,"Wed",1985,9,4,248,3
"6092",1985-09-05,11959,"Thurs",1985,9,5,249,4
"6093",1985-09-06,11925,"Fri",1985,9,6,250,5
"6094",1985-09-07,9564,"Sat",1985,9,7,251,6
"6095",1985-09-08,9072,"Sun",1985,9,8,252,7
"6096",1985-09-09,11623,"Mon",1985,9,9,253,1
"6097",1985-09-10,11828,"Tues",1985,9,10,254,2
"6098",1985-09-11,11521,"Wed",1985,9,11,255,3
"6099",1985-09-12,11958,"Thurs",1985,9,12,256,4
"6100",1985-09-13,11330,"Fri",1985,9,13,257,5
"6101",1985-09-14,9542,"Sat",1985,9,14,258,6
"6102",1985-09-15,9281,"Sun",1985,9,15,259,7
"6103",1985-09-16,11849,"Mon",1985,9,16,260,1
"6104",1985-09-17,12058,"Tues",1985,9,17,261,2
"6105",1985-09-18,11819,"Wed",1985,9,18,262,3
