"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31003666260000","Allegany","Dust Bowl Oil Company, Inc.","66626","00","00","OD","Richburg","IN","Jacob Jordan Farm 34","Wirt","Richburg","0","0","0","0","2015"
"31013158150000","Chautauqua","Empire Energy E&P LLC","15815","00","00","GD","Lakeshore","AC","Breads,D 2","Chautauqua","Medina","12","891","1","0","2015"
"31013212200000","Chautauqua","Empire Energy E&P LLC","21220","00","00","GD","Lakeshore","AC","Zeitler, J 1","Chautauqua","Medina","12","2795","11","0","2015"
"31101230940000","Steuben","Nathan Petroleum Corp.","23094","00","00","OD","Beech Hill-Independence","AC","Edwards II 33     ","West Union","Fulmer Valley","12","375","1","34","2015"
"31011212670000","Cayuga","A.D.C.O. Well Services Inc.","21267","00","00","GD","West Auburn","AC","Anthony 1023-1","Aurelius","Queenston","12","838","0","0","2015"
"31013225920000","Chautauqua","Resource Energy, LLC","22592","00","00","OD","North Harmony","SI","Carlson 2b","North Harmony","Onondaga-Bass Island","0","0","0","0","2015"
"31013170380000","Chautauqua","Chautauqua Energy, Inc.","17038","00","00","GD","Lakeshore","AC","P Johnson 1","Gerry","Medina","12","1716","0","0","2015"
"31013177010000","Chautauqua","Ingalls, Kimberly R.","17701","00","00","GD","Lakeshore","IN","Hoitink Unit 1","French Creek","Medina","3","1","0","0","2015"
"31101228140100","Steuben","Talisman Energy USA Inc.","22814","01","00","GE","Wilson Hollow","AC","Howe 1300-A","Hornby","Black River","12","81450","170","0","2015"
"31009133730000","Cattaraugus","Taft, Marjorie A.","13373","00","00","GD","Lakeshore","IN","Koelzow(Taft)1706-I","Persia","Medina","0","0","0","0","2015"
"31013093540000","Chautauqua","Gemini Oil Company","09354","00","00","OD","Busti","AC","Muntz 12","Busti","Glade","12","2","1","2","2015"
"31029153390000","Erie","Dubisz, Richard and Deborah","15339","00","00","GD","Buffalo Creek","AC","Snyder 1","Elma","Medina","12","1","0","0","2015"
"31013181670000","Chautauqua","Lenape Resources, Inc.","18167","00","00","GW","Ellery","AC","Cameron/Hallberg 173","Ellery","Bass Island","12","146","0","0","2015"
"31029189540000","Erie","Stedman Energy, Inc.","18954","00","00","GD","Brant-Eden","AC","Feasley 2","Eden","Grimsby","12","531","0","0","2015"
"31003636030000","Allegany","J and R Oil Co.","63603","00","00","OD","Scio","IN","Harris - 014a","Ward","Scio","0","0","0","0","2015"
"31009657660000","Cattaraugus","Cochran, Alvin L.","65766","00","00","OD","Chipmunk","AC","North Clare 1","Allegany","Chipmunk","12","1","0","15","2015"
"31013209880000","Chautauqua","Curtis & Son Oil, Inc.","20988","00","00","OD","Busti","AC","Anderson 12","Busti","Glade","12","6","7","17","2015"
"31013300000000","Chautauqua","U S Energy Development Corp.","30000","00","00","GD","Lakeshore","AC","Laporte Unit #1","Westfield","Medina","12","1698","0","0","2015"
"31037205790000","Genesee","United States Gypsum Co.","20579","00","00","GD","Bethany","AC","Lor-Rob Dairy Farms 14 (6803)","Bethany","Medina","7","702","15","0","2015"
"31099213550000","Seneca","A.D.C.O. Well Services Inc.","21355","00","00","GD","Fayette-Waterloo","AC","Martin 1187","Fayette","Queenston","12","774","0","0","2015"
"31009240650001","Cattaraugus","U S Energy Development Corp.","24065","00","01","GD","Lakeshore","AC","Chiavetta 1A     ","Perrysburg","Medina","12","7577","52","0","2015"
"31013280150000","Chautauqua","Vertical Energy, Inc.","28015","00","00","OD","Busti","AC","Cali 3     ","Busti","Glade","12","1","5","75","2015"
"31009164260000","Cattaraugus","McCracken Oil & Gas, LLC","16426","00","00","OD","Chipmunk","AC","Riehle 2","Allegany","Chipmunk","12","0","39","133","2015"
"31009278280000","Cattaraugus","U S Energy Development Corp.","27828","00","00","OD","Bradford","AC","Young 83     ","Olean","Upper Devonian","4","88","8","10","2015"
"31009253260000","Cattaraugus","Dallas Energy, LLC","25326","00","00","OD","Chipmunk","AC","Potter Lumber PL15     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","294","373","138","2015"
"31003300260000","Allegany","U S Energy Development Corp.","30026","00","00","OD","Fulmer Valley","AC","Andover Oil #1-6","Andover","Penny & Fulmer Valley","7","437","20","9","2015"
"31029144080000","Erie","Schreiner Oil and Gas Inc.","14408","00","00","GD","East Aurora","AC","McNeil 830","Aurora","Medina","0","0","0","0","2015"
"31015228910000","Chemung","Talisman Energy USA Inc.","22891","00","00","GE","Wilson Hollow","AC","Parker 1401","Catlin","Black River","12","79995","405","0","2015"
"31037175810000","Genesee","United States Gypsum Co.","17581","00","00","GD","Indian Falls","AC","Morris 1","Batavia","Medina","12","5308","18","0","2015"
"31037229930000","Genesee","Subsea Oil & Gas, Inc.","22993","00","00","GD","Alden-Lancaster","AC","Kuhn 1     ","Pembroke","Medina","12","2578","36","0","2015"
"31013129350000","Chautauqua","Empire Energy E&P LLC","12935","00","00","GD","Lakeshore","AC","Quagliano 1 A","Westfield","Medina","9","1260","0","0","2015"
"31003227060000","Allegany","Nathan Petroleum Corp.","22706","00","00","OD","Beech Hill-Independence","AC","Clark 100 15","Independence","Fulmer Valley","12","29","4","20","2015"
"31003636940000","Allegany","Simon of Bolivar Enterprises, Inc.","63694","00","00","OD","Richburg","AC","Mulkin 2","Bolivar","Richburg","12","0","787","79","2015"
"31013143550000","Chautauqua","Empire Energy E&P LLC","14355","00","00","GD","Lakeshore","AC","Cochrane,I 1","Ripley","Medina","12","271","0","0","2015"
"31013159440000","Chautauqua","Dannic Energy Corp.","15944","00","00","GD","Lakeshore","AC","G Johnson 1","Carroll","Medina","12","740","0","0","2015"
"31003605940000","Allegany","Wilkinson, Robert","60594","00","00","OD","Richburg","SI","Jones 07","Bolivar","Richburg","0","0","0","0","2015"
"31013223840000","Chautauqua","Pefley Oil & Gas, Inc.","22384","00","00","GD","Lakeshore","AC","Lamonica 1","Ellicott","Medina","12","200","0","0","2015"
"31009226410000","Cattaraugus","Woods Oil Company, Inc.","22641","00","00","OD","Chipmunk","AC","Woods 3","Carrollton","Chipmunk & Bradford 2nd","12","1","7","50","2015"
"31013118060000","Chautauqua","Empire Energy E&P LLC","11806","00","00","GD","Lakeshore","AC","Gould 1281","Dunkirk","Medina","10","1918","57","0","2015"
"31013126250000","Chautauqua","20 Bliss Street, Inc.","12625","00","00","GD","Lakeshore","AC","Wilber 1","Arkwright","Medina","12","2781","5","0","2015"
"31037195130000","Genesee","United States Gypsum Co.","19513","00","00","GD","Bethany","AC","Dills Bros 1 (6430)","Bethany","Medina","7","819","1","0","2015"
"31101161730000","Steuben","Vertical Energy, Inc.","16173","00","00","OD","Beech Hill-Independence","AC","Edwards 6","West Union","Fulmer Valley","12","0","20","14","2015"
"31003678240000","Allegany","Iron Dinosaur Oil","67824","00","00","OD","Browning","IN","Browning 21","Scio","Scio","0","0","0","0","2015"
"31009603080000","Cattaraugus","Little, Jay R.","60308","00","00","OD","Chipmunk","AC","Pfoutsi 14","Carrollton","Chipmunk","0","0","0","0","2015"
"31101260730100","Steuben","Talisman Energy USA Inc.","26073","01","00","GW","Dry Run Creek","AC","Bosket 1A     ","Campbell","Black River","12","9261","54","0","2015"
"31009281760000","Cattaraugus","Copper Ridge Oil, Inc.","28176","00","00","OD","Five Mile","AC","Harrington 24     ","Olean","Bradford Third","12","1","14","275","2015"
"31011206140000","Cayuga","Minard Run Oil Co.","20614","00","00","GD","West Auburn","AC","Staehr 1039-3","Springport","Queenston","12","370","0","0","2015"
"31013243710000","Chautauqua","Curtis & Son Oil, Inc.","24371","00","00","OD","Busti","AC","Anderson 16     ","Busti","Glade","12","5","6","14","2015"
"31003112040000","Allegany","Klein Oil & Logging","11204","00","00","OD","Beech Hill-Independence","AC","Austin '40' 8","Independence","Fulmer Valley","12","1","5","80","2015"
"31009278930000","Cattaraugus","Burlingame Oil, LLC","27893","00","00","OD","Four Mile","AC","Burlingame 100     ","Allegany","Chipmunk & Bradford 3rd","12","1","2","9","2015"
"31009640160000","Cattaraugus","W. A. Boser Oil","64016","00","00","OD","Chipmunk","AC","Maloney Devonian 5","Allegany","Chipmunk","12","0","12","19","2015"
"31013169750000","Chautauqua","Empire Energy E&P LLC","16975","00","00","GD","Lakeshore","AC","Harrington,A 1","Chautauqua","Medina","12","972","0","0","2015"
"31029224180000","Erie","Empire Energy E&P LLC","22418","00","00","GD","Alden-Lancaster","AC","Schmidt/Blitzer 1","Newstead","Grimsby","9","963","0","0","2015"
"31121138420000","Wyoming","Big Tree, LLC","13842","00","00","GW","Castile","IN","H. Johnson  1","Gainesville","Medina","0","0","0","0","2015"
"31009255760000","Cattaraugus","Copper Ridge Oil, Inc.","25576","00","00","OD","Five Mile","AC","Weis 68     ","Olean","Bradford","11","1","4","88","2015"
"31029190840000","Erie","Roche, E. Michael","19084","00","00","GD","Elma","IN","Curley 1","Elma","Medina","12","1","0","0","2015"
"31013209100000","Chautauqua","Empire Energy E&P LLC","20910","00","00","GD","Lakeshore","AC","Wells, C 1","North Harmony","Medina","3","24","46","0","2015"
"31009211530000","Cattaraugus","Case Brothers Inc.","21153","00","00","OD","Chipmunk","AC","Stewart-Matson 24","Carrollton","Chipmunk","12","0","20","85","2015"
"31009256280000","Cattaraugus","Copper Ridge Oil, Inc.","25628","00","00","OD","Five Mile","AC","Py 65     ","Olean","Bradford Third","11","1","4","80","2015"
"31013242970000","Chautauqua","McQuiggan, Christine A. & Nalepa, Rebecca A.","24297","00","00","GD","Lakeshore","AC","Ames 1     ","Charlotte","Medina","12","1","0","0","2015"
"31009642380000","Cattaraugus","Washington Nolan, Sharon R.","64238","00","00","OD","Chipmunk","IN","Clair Gallets Farm","Allegany","Chipmunk","0","0","0","0","2015"
"31029259140001","Erie","U S Energy Development Corp.","25914","00","01","GD","Brant-Eden","AC","Braen 1     ","Eden","Medina","12","3369","35","0","2015"
"31013112530000","Chautauqua","Empire Energy E&P LLC","11253","00","00","GD","Lakeshore","AC","Haynor 217","Westfield","Medina","12","2152","17","0","2015"
"31013200840000","Chautauqua","Carroll Rod & Gun Club","20084","00","00","GD","Lakeshore","AC","Carroll Rod & Gun Cl 1","Carroll","Medina","12","1","1","0","2015"
"31003558350000","Allegany","Hungerford Oil Partners","55835","00","00","OD","Clarksville","IN","Kingsbury 24     ","Clarksville","Richburg","0","0","0","0","2015"
"31003699040000","Allegany","Ashe Oil Company","69904","00","00","OD","Richburg","AC","Central 68     ","Scio","Richburg","1","0","3","4","2015"
"31003245250000","Allegany","Nathan Petroleum, Yahn & Yahn and Rexaco Oil Corp.","24525","00","00","OD","Beech Hill-Independence","AC","Austin 17Y     ","Independence","Fulmer Valley","12","589","2","25","2015"
"31003282450000","Allegany","Bull Dog Oil","28245","00","00","OD","Richburg","AC","Bulldog 11     ","Bolivar","Richburg","12","2","10","116","2015"
"31009169210000","Cattaraugus","Texas Keystone, Inc.","16921","00","00","GD","Lakeshore","AC","R Clark 2","Persia","Medina","1","122","0","0","2015"
"31029248780000","Erie","U S Energy Development Corp.","24878","00","00","GD","North Collins","AC","Galati 1     ","Collins","Medina","12","2600","0","0","2015"
"31013127420000","Chautauqua","Empire Energy E&P LLC","12742","00","00","GD","Lakeshore","AC","Fortman 1","Westfield","Medina","12","316","0","0","2015"
"31013114570000","Chautauqua","Empire Energy E&P LLC","11457","00","00","GD","Lakeshore","AC","Slominski 270","Portland","Medina","12","2279","10","0","2015"
"31121182080000","Wyoming","Stedman Energy, Inc.","18208","00","00","GD","Chaffee-Arcade","AC","Bainbridge 1","Arcade","Medina","6","30","0","0","2015"
"31013099400000","Chautauqua","Empire Energy E&P LLC","09940","00","00","GD","Lakeshore","AC","Bennet Lyle H 1","Pomfret","Medina","12","563","32","0","2015"
"31003664910000","Allegany","Burdick, Jeffery H","66491","00","00","OD","Fulmer Valley","AC","Ackerman 10","Andover","Fulmer Valley","4","1","2","7","2015"
"31003667230000","Allegany","Clark, Ralph","66723","00","00","IW","Richburg","IN","Clark 13","Genesee","Richburg","0","0","0","0","2015"
"31003680330000","Allegany","SK Enterprises","68033","00","00","OD","Fulmer Valley","IN","Ewell 6","Wellsville","Fulmer Valley","0","0","0","0","2015"
"31013191080000","Chautauqua","Shelex Drilling, Inc.","19108","00","00","GD","Lakeshore","AC","Cheney Unit 1","North Harmony","Medina","12","345","5","0","2015"
"31013168370000","Chautauqua","Cotton Well Drilling Company,  Inc.","16837","00","00","GD","Lakeshore","AC","Lustig 1","Villenova","Medina","11","603","0","0","2015"
"31013226150000","Chautauqua","Empire Energy E&P LLC","22615","00","00","GD","Lakeshore","AC","Lyon L 2","Clymer","Medina","12","769","0","0","2015"
"31017264380001","Chenango","Emkey Resources, LLC","26438","00","01","GE","Beaver Meadow - Herkimer pool","AC","Davis 1H     ","Smyrna","Herkimer","12","38661","0","0","2015"
"31003638640000","Allegany","Collins, David","63864","00","00","OD","Richburg","AC","Conklin 1","Bolivar","Richburg","1","0","1","3","2015"
"31003697250000","Allegany","Ashe Oil Company","69725","00","00","IW","Richburg","IN","Central 072     ","Scio","Richburg","0","0","0","0","2015"
"31013139590000","Chautauqua","U S Energy Development Corp.","13959","00","00","GD","Lakeshore","AC","Hanks 1","Westfield","Medina","10","1925","70","0","2015"
"31009221600000","Cattaraugus","Masoodi Mini Ventures, Inc.","22160","00","00","GD","Lakeshore","NR","Richter 1","Leon","Medina","8","182","0","0","2015"
"31009658640000","Cattaraugus","Miller Oil Co.","65864","00","00","OD","Bradford","AC","Kinley k26","Allegany","Bradford","2","1","3000","26","2015"
"31003608600000","Allegany","Plants and Goodwin, Inc.","60860","00","00","OD","Richburg","AC","Green 229","Bolivar","Richburg","12","0","10","12","2015"
"31013060610000","Chautauqua","Decker, James K. & Tiffany J.","06061","00","00","OD","Busti","AC","Boswell 4","Busti","Glade","12","1","1","2","2015"
"31029252770000","Erie","U S Energy Development Corp.","25277","00","00","GD","North Collins","AC","Bayerl 3     ","North Collins","Medina","12","2464","0","0","2015"
"31009124640000","Cattaraugus","SWEPI LP","12464","00","00","OD","Bradford","IN","Enterprise Transit St 103","Allegany","Chipmunk, Bradford 2nd & 3rd","0","0","0","0","2015"
"31013139760000","Chautauqua","Empire Energy E&P LLC","13976","00","00","GD","Lakeshore","AC","Sherman, W J 1","Busti","Medina","12","218","0","0","2015"
"31009628420000","Cattaraugus","Hemlock Oil & Gas Co., Inc.","62842","00","00","OD","Bradford","AC","Rumsey So 102","Allegany","Bradford","12","0","15","55","2015"
"31009139290000","Cattaraugus","Case Brothers Inc.","13929","00","00","OD","Bradford","AC","Moyer 06","Carrollton","Chipmunk","12","0","10","38","2015"
"31013157530000","Chautauqua","Kastle Resources Enterprises, Inc.","15753","00","00","GD","Lakeshore","AC","Rice NY 9","Cherry Creek","Medina","12","1574","0","0","2015"
"31013172490000","Chautauqua","Empire Energy E&P LLC","17249","00","00","GD","Lakeshore","AC","Cooper,J 5","Poland","Medina","11","1967","0","0","2015"
"31009246150000","Cattaraugus","Case Brothers Inc.","24615","00","00","OD","Bradford","AC","Stewart-Matson 40A     ","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","0","20","74","2015"
"31009242010000","Cattaraugus","SWEPI LP","24201","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-92     ","Allegany","Upper Devonian","12","708","38","190","2015"
"31003662830000","Allegany","J. J. Bucher Producing Corporation","66283","00","00","OD","Richburg","AC","Perry 10","Bolivar","Richburg","8","0","10","22","2015"
"31037228460000","Genesee","Subsea Oil & Gas, Inc.","22846","00","00","GD","Alden-Lancaster","AC","Neal 1","Pembroke","Medina","12","2087","5","0","2015"
"31029609090000","Erie","Reserve Gas Company, Inc.","60909","00","00","GD","Alden-Lancaster","AC","Beachy 2","Alden","Medina","12","75","0","0","2015"
"31013183470000","Chautauqua","Dannic Energy Corp.","18347","00","00","GD","Lakeshore","AC","Charles Peterson 1","Carroll","Medina","12","469","0","0","2015"
"31009171990000","Cattaraugus","Empire Energy E&P LLC","17199","00","00","GD","Lakeshore","AC","Shultz, D 2","Conewango","Medina","12","2389","0","0","2015"
"31013156750000","Chautauqua","EnerVest Operating, LLC","15675","00","00","GD","Lakeshore","AC","Bratt Unit 1","Kiantone","Grimsby","12","809","0","0","2015"
"31013234460000","Chautauqua","U S Energy Development Corp.","23446","00","00","GD","Lakeshore","AC","Bourne 1","Westfield","Medina","9","2787","0","0","2015"
"31003665660000","Allegany","Iantorno Brothers Oil","66566","00","00","OD","Richburg","AC","Iantorno 1","Bolivar","Richburg","12","1","1","43","2015"
"31013199240000","Chautauqua","Resource Energy, LLC","19924","00","00","GD","Lakeshore","AC","Trico Unit 1","North Harmony","Medina","11","847","40","0","2015"
"31011175970000","Cayuga","OI. Auburn, Inc.","17597","00","00","GD","West Auburn","AC","Smith A118-3","Aurelius","Queenston","12","5313","0","0","2015"
"31003559490000","Allegany","Hogan Energy, Inc.","55949","00","00","OD","Richburg","IN","Daggett 14 (Lot 9)     ","Clarksville","Richburg","0","0","0","0","2015"
"31009252870001","Cattaraugus","U S Energy Development Corp.","25287","00","01","GD","Lakeshore","AC","Sprague 5     ","Perrysburg","Medina","12","4474","62","0","2015"
"31009221050000","Cattaraugus","Case Brothers Inc.","22105","00","00","OD","Chipmunk","AC","Case 17","Carrollton","Chipmunk, Bradford 1st & 2nd","12","0","2","6","2015"
"31003698570000","Allegany","Ashe Oil Company","69857","00","00","IW","Richburg","IN","Central 067     ","Scio","Richburg","0","0","0","0","2015"
"31013191010000","Chautauqua","Resource Energy, LLC","19101","00","00","GD","North Harmony","AC","Schauers 1b","Harmony","Bass Island","9","1240","45","0","2015"
"31003246640000","Allegany","Otis Eastern Service, Inc.","24664","00","00","OD","Fulmer Valley","AC","Fanton, R 5     ","Wellsville","Upper Devonian","12","172","80","41","2015"
"31003233170000","Allegany","Otis Eastern Service, Inc.","23317","00","00","OD","Fulmer Valley","AC","Dougherty P. 1","Andover","Fulmer Valley","12","228","2","11","2015"
"31013177210000","Chautauqua","EnerVest Operating, LLC","17721","00","00","GD","Lakeshore","AC","Hagberg N 1","Carroll","Medina","12","1160","0","0","2015"
"31003152820000","Allegany","SK Enterprises","15282","00","00","OW","Richburg","AC","Lot 65-Ford Brooks W10","Alma","Richburg","6","0","1","43","2015"
"31009171850000","Cattaraugus","Empire Energy E&P LLC","17185","00","00","GD","Lakeshore","AC","Beaver,D 2","Randolph","Medina","12","1617","0","0","2015"
"31009172410000","Cattaraugus","Chase, Ronald E. II","17241","00","00","GD","Lakeshore","AC","Ackley 1","Dayton","Medina","12","1","0","0","2015"
"31029145300000","Erie","Schreiner Oil and Gas Inc.","14530","00","00","GD","East Aurora","AC","Dick E 1 831","Aurora","Medina","0","0","0","0","2015"
"31037213440000","Genesee","Le Roy Central School","21344","00","00","GD","Uhley Corners-Caledonia","AC","Fee 3","Le Roy","Medina","12","936","8","0","2015"
"31121170750000","Wyoming","Lenape Resources, Inc.","17075","00","00","GD","Leicester","AC","Olsowsky, C 108","Perry","Medina","12","1425","10","0","2015"
"31011204630000","Cayuga","Minard Run Oil Co.","20463","00","00","GD","West Auburn","AC","O'Hara (414-6)","Aurelius","Queenston","12","1700","0","0","2015"
"31013111930000","Chautauqua","Empire Energy E&P LLC","11193","00","00","GD","Lakeshore","AC","Bradley R. 1","Portland","Medina","9","1244","0","0","2015"
"31003678400000","Allegany","Iron Dinosaur Oil","67840","00","00","OD","Browning","IN","Browning 3","Scio","Scio","0","0","0","0","2015"
"31003604830000","Allegany","Witter, Terry L.","60483","00","00","OD","Richburg","AC","Stillman 43","Bolivar","Richburg","10","0","3","4","2015"
"31003603410000","Allegany","Alma Gas, Inc.","60341","00","00","GD","Sharon","AC","E G & F (Carpenter) 2087","Alma","Upper Devonian","12","255","0","0","2015"
"31009225000000","Cattaraugus","Texas Keystone, Inc.","22500","00","00","GD","Lakeshore","AC","Plateau Recreation 2","Persia","Medina","2","197","0","0","2015"
"31013094640000","Chautauqua","Libra Petroleum Company","09464","00","00","OD","Busti","AC","Crandall, E 7","Busti","Glade","12","5","3","7","2015"
"31029180680000","Erie","Stedman Energy, Inc.","18068","00","00","GD","Brant-Eden","AC","Shaw-Vacco 1","Eden","Grimsby","12","1778","0","0","2015"
"31029159850000","Erie","Pefley Oil & Gas, Inc.","15985","00","00","GD","Orchard Park-Hamburg","AC","Del Monte 1","Orchard Park","Medina","12","200","0","0","2015"
"31011168440000","Cayuga","DGM AG, LLC","16844","00","00","GW","West Auburn","AC","Dunn 1","Scipio","Queenston","12","1","0","0","2015"
"31029207450000","Erie","Yellen, Richard D. & Loretta K. Yellen","20745","00","00","GE","Brant-Eden","AC","Yellen 1","North Collins","Medina","11","1","0","0","2015"
"31013243390000","Chautauqua","U S Energy Development Corp.","24339","00","00","GD","Lakeshore","AC","Swanson 1     ","Hanover","Medina","5","448","22","0","2015"
"31101173130000","Steuben","Richardson Petroleum Corp.","17313","00","00","OD","Beech Hill-Independence","AC","Quintette Stillman 8e","West Union","Fulmer Valley","12","126","4","7","2015"
"31013103770000","Chautauqua","Empire Energy E&P LLC","10377","00","00","GD","Lakeshore","AC","Dudley 1","Pomfret","Medina","12","1522","32","0","2015"
"31013144000000","Chautauqua","Cotton Well Drilling Company,  Inc.","14400","00","00","GD","Lakeshore","AC","3131 Thompson","Westfield","Medina","12","725","0","0","2015"
"31029135410000","Erie","Frey Well Drilling, Inc.","13541","00","00","GD","Alden-Lancaster","AC","Frey 1","Alden","Medina","2","97","0","0","2015"
"31009280370000","Cattaraugus","Snyder Brothers, Inc.","28037","00","00","OD","Bradford","AC","Nichols Run SBNR-45     ","Allegany","Chipmunk, Bradford 1st,2nd,3rd","12","0","74","165","2015"
"31013113950000","Chautauqua","Gemini Oil Company","11395","00","00","OD","Busti","AC","Muntz 13","Busti","Glade","12","2","1","2","2015"
"31013219790000","Chautauqua","Resource Energy, LLC","21979","00","00","GD","Lakeshore","AC","Abers 1","North Harmony","Medina","12","1105","0","0","2015"
"31003658370000","Allegany","Collins, David","65837","00","00","OD","Richburg","IN","McDermott 12","Bolivar","Richburg","4","0","4","8","2015"
"31013244780001","Chautauqua","U S Energy Development Corp.","24478","00","01","GD","Lakeshore","AC","Cross 6A     ","Stockton","Medina","9","2378","60","0","2015"
"31013249970000","Chautauqua","Resource Energy, LLC","24997","00","00","GD","Lakeshore","AC","Kelsey 2     ","North Harmony","Bass Island","12","3448","900","103","2015"
"31003659940000","Allegany","Harris, Stallone and Young, LLC","65994","00","00","OD","Richburg","IN","Emerson 02","Scio","Richburg","0","0","0","0","2015"
"31009241220000","Cattaraugus","SWEPI LP","24122","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 3-42     ","Allegany","Bradford & Chipmunk","12","708","38","190","2015"
"31101262230000","Steuben","Nathan Petroleum Corp.","26223","00","00","OD","Beech Hill-Independence","AC","Edwards II 49     ","West Union","Fulmer Valley","12","359","2","68","2015"
"31013193570000","Chautauqua","Empire Energy E&P LLC","19357","00","00","GD","Lakeshore","AC","Wilson, M 1","Poland","Medina","12","1005","0","0","2015"
"31003145240000","Allegany","Barney, David H.","14524","00","00","GD","Beech Hill-Independence","AC","Nye 2185-I","Independence","Penny & Fulmer Valley","12","75","0","0","2015"
"31009240660000","Cattaraugus","U S Energy Development Corp.","24066","00","00","GD","Lakeshore","AC","Flaherty Unit 1     ","Perrysburg","Medina","12","8887","112","0","2015"
"31009658610000","Cattaraugus","Thomas A Miller Oil Co.","65861","00","00","OD","Bradford","AC","McDivitt 79","Olean","Bradford","0","0","0","0","2015"
"31029192130000","Erie","Cotton Well Drilling Company,  Inc.","19213","00","00","GD","Brant-Eden","IN","Lippert 1","Eden","Grimsby","0","0","0","0","2015"
"31003128630000","Allegany","Plants and Goodwin, Inc.","12863","00","00","OD","Beech Hill-Independence","AC","Mervine 23","Independence","Fulmer Valley","12","428","15","35","2015"
"31003658440000","Allegany","Collins, David","65844","00","00","OD","Richburg","IN","McDermott 19","Bolivar","Richburg","5","0","2","10","2015"
"31003659440000","Allegany","AJ Oil And Gas Exploration Inc","65944","00","00","OD","Fulmer Valley","AC","W & J 3","Willing","Fulmer Valley","5","0","7","8","2015"
"31003148170000","Allegany","Richardson Petroleum Corp.","14817","00","00","OW","Beech Hill-Independence","AC","L.Bloss 4","Independence","Fulmer Valley","12","319","4","12","2015"
"31013256050001","Chautauqua","Ellington Energy, Inc.","25605","00","01","GD","Lakeshore","AC","Dickenson 1 (Northgate Church)     ","Ellicott","Medina","12","907","30","0","2015"
"31009665970000","Cattaraugus","McCracken, Cory","66597","00","00","OD","Chipmunk","IN","Sutter 28","Allegany","Chipmunk","0","0","0","0","2015"
"31099175710000","Seneca","Minard Run Oil Co.","17571","00","00","GD","Fayette-Waterloo","AC","Zimmerman 2510","Fayette","Queenston","12","5296","58","0","2015"
"31003155580000","Allegany","Richardson Petroleum Corp.","15558","00","00","OW","Beech Hill-Independence","AC","Bloss 5","Independence","Fulmer Valley","12","319","4","12","2015"
"31009665900000","Cattaraugus","McCracken, Cory","66590","00","00","OD","Chipmunk","IN","Sutter 21","Allegany","Chipmunk","0","0","0","0","2015"
"31009109940000","Cattaraugus","Empire Energy E&P LLC","10994","00","00","GD","Utley Brook","IN","Nannen Zoar 1157","East Otto","Medina","1","20","0","0","2015"
"31009184350000","Cattaraugus","Stedman Energy, Inc.","18435","00","00","OD","Mud Creek","AC","Mosher-Meade Unit 1","Randolph","Onondaga","12","2694","0","395","2015"
"31101228740000","Steuben","Nathan Petroleum Corp.","22874","00","00","OD","Beech Hill-Independence","AC","Neuenschwander 35","West Union","Fulmer Valley","12","56","115","68","2015"
"31013219360000","Chautauqua","Empire Energy E&P LLC","21936","00","00","GD","Lakeshore","AC","Weiler 1253","Poland","Medina","12","947","0","0","2015"
"31029036600000","Erie","Iroquois Gas Corp.","03660","00","00","GD","Orchard Park-Hamburg","IN","Foote N & Home Lumber 1","Hamburg","Medina","0","0","0","0","2015"
"31009172050000","Cattaraugus","Empire Energy E&P LLC","17205","00","00","GD","Lakeshore","AC","Lindquist, H 1","Conewango","Medina","12","1098","0","0","2015"
"31003253810000","Allegany","U S Energy Development Corp.","25381","00","00","OD","Fulmer Valley","AC","Joyce 16     ","Andover","Penny & Fulmer Valley","4","190","0","16","2015"
"31003102560000","Allegany","Klein Oil & Logging","10256","00","00","OD","Beech Hill-Independence","AC","Austin-Bayard 39","Independence","Fulmer Valley","12","1","3","15","2015"
"31013147740000","Chautauqua","Empire Energy E&P LLC","14774","00","00","GD","Lakeshore","AC","Potter 1","Ripley","Medina","12","1828","0","0","2015"
"31037213450000","Genesee","United States Gypsum Co.","21345","00","00","GD","Alden-Lancaster","AC","Reynolds 5","Darien","Medina","12","1826","6","0","2015"
"31051045310000","Livingston","P.M. Acres, LLC","04531","00","00","GD","Leicester","AC","Hunn 1","York","Medina","12","1","0","0","2015"
"31013251070000","Chautauqua","U S Energy Development Corp.","25107","00","00","GD","Lakeshore","AC","Fisher 2     ","Charlotte","Medina","12","1567","0","0","2015"
"31029149310000","Erie","Iroquois Gas Corp.","14931","00","00","GD","Elma","IN","Eiss I-418     ","Elma","Not Applicable","0","0","0","0","2015"
"31121208540000","Wyoming","United States Gypsum Co.","20854","00","00","GD","Danley Corners","AC","Ortner, J. 1","Bennington","Medina","12","804","10","0","2015"
"31013240670000","Chautauqua","U S Energy Development Corp.","24067","00","00","GD","Lakeshore","AC","Mason Unit 1     ","Westfield","Medina","12","2260","40","0","2015"
"31037161470000","Genesee","Monroe County Water Authority","16147","00","00","GD","Pavilion","AC","Village of Leroy","Pavilion","Medina","12","119","4","0","2015"
